country,R0,dose,Reff,0-9,Oct-19,20-29,30-39,40-49,50-59,60-69,70+
China,2.6,0.2,2.371039377,0.057215847,0.028527231,0.089003304,0.030992693,0,0,1,1
China,2.6,0.2,2.371253762,0.017441403,0,0,0,0.125312379,0.232801745,0.71189599,1
China,2.6,0.2,2.371329489,0.034561977,0,0.020924356,0.182385509,0,0.010178126,0.918082379,0.966802397
China,2.6,0.2,2.371604461,0.157687487,0,0,0.048822234,1.98E-05,0,1,1
China,2.6,0.2,2.372094953,0.017455682,0,0.023694748,0.012544545,0,0.273802315,1,0.66382159
China,2.6,0.2,2.372469219,0.023287245,0.14132165,0,0,0,0.087765953,1,0.90897043
China,2.6,0.2,2.373704245,0.023066229,0.053083976,0.078469183,0,0.049756396,0.081847359,0.908671492,0.956094953
China,2.6,0.2,2.373999498,0.046174108,0.039289525,0,0,0,0.324077878,0.681246995,1
China,2.6,0.2,2.374622431,0.011638865,0.009639292,0.046630109,0,0.112049288,0.20993255,0.705557286,0.996532518
China,2.6,0.2,2.375002503,0.037540986,0.066796129,0,0,0.137633103,0.081149384,0.846399786,0.959985664
China,2.6,0.2,2.375457574,0.036376661,0.116175661,0,0,0.037251914,0.096814692,1,0.826355187
China,2.6,0.2,2.377452088,0.022944463,0.047260529,0,0,0.130625786,0.197604117,0.788871164,0.85918962
China,2.6,0.2,2.377502572,0.055788191,0.0313641,0,0,0.004939815,0.366262662,0.644997456,0.946356744
China,2.6,0.2,2.377513903,0.0094253,0,0.059305476,0.152149817,0.08141722,0.048473435,0.751541203,1
China,2.6,0.2,2.37772122,0.07453057,0,0.020755994,0.111506663,0.069410823,0.047235552,0.872261889,0.896925872
China,2.6,0.2,2.379366911,0.044093582,0,0,0.160624834,0.148953251,0.009199431,0.733441604,1
China,2.6,0.2,2.379960228,0.02405144,0,0.014466943,0.007726105,0.254577353,0.102047772,0.786794413,0.838776928
China,2.6,0.2,2.380053833,0.049781729,0,0,0.121273415,0.198348311,0,0.729506256,1
China,2.6,0.2,2.383586517,0.038725427,0,0.150711417,0,0,0.213555765,0.904119394,0.701037062
China,2.6,0.4,2.23070303,0.006896973,0,0.079810428,0.295649077,0.128479965,1,0.949849789,1
China,2.6,0.4,2.23093834,0.04138669,0,0.080865068,0.22601695,0.179216328,0.963481621,0.996014699,1
China,2.6,0.4,2.231134376,0.10025546,0,0,0,0.431524949,0.985955166,0.990846583,0.978679065
China,2.6,0.4,2.231161971,0.09861942,0,0,0.397383344,0,0.985400709,1,0.992320427
China,2.6,0.4,2.234508627,0.019134881,0.049884192,0,0.252033628,0.368615589,0.832890846,0.967751542,0.968156687
China,2.6,0.4,2.234575195,0.097020986,0,0,0.07848142,0.501467667,0.841997906,1,0.95905531
China,2.6,0.4,2.235175841,0.084407099,0,0,0.386149705,0.060713893,1,1,0.876447608
China,2.6,0.4,2.235658774,0.060586852,0,0,0.236823256,0.421578091,0.815770449,0.946899589,0.970578425
China,2.6,0.4,2.235735926,0.073425183,0,0.077195476,0.368927467,0,1,1,0.923777934
China,2.6,0.4,2.235808584,0.028969052,0.095117527,0,0.428342102,0.070478375,0.885608024,0.983620707,0.975821031
China,2.6,0.4,2.236103123,0.019125724,0,0,0.35649469,0.53250339,0.56723668,1,1
China,2.6,0.4,2.236132526,0.07349274,0,0,0.310646561,0.283504713,0.85948058,1,0.899012105
China,2.6,0.4,2.236206972,0.046573564,0.030658705,0.035604729,0.271160514,0.352130481,0.773148636,0.976082519,1
China,2.6,0.4,2.236681682,0.020035125,0.141364784,0,0.28962888,0.173201114,0.90075034,0.980443738,0.980706879
China,2.6,0.4,2.23678065,0.072172101,0,0.054549191,0,0.518723285,0.927536351,0.903394615,1
China,2.6,0.4,2.237680533,0.026472165,0.020286906,0.201776227,0.065644662,0.307954723,0.901891127,1,0.987111356
China,2.6,0.4,2.238046951,0.046210227,0.00791004,0.066163105,0.339921292,0.096168824,1,1,0.834327027
China,2.6,0.4,2.238315815,0.097683274,0,0.021268122,0.443889074,0,1,0.909671039,0.951917769
China,2.6,0.4,2.238663899,0.004397881,0.021113865,0,0.631785057,0.273823221,0.530802836,1,1
China,2.6,0.4,2.238686028,0.076943333,0.055955818,0.015923122,0.371274195,0.032083147,1,0.98659249,0.882848945
China,2.6,0.4,2.238730024,0.016463813,0,0.068536988,0.165443041,0.657261589,0.603044734,0.982360839,0.992261618
China,2.6,0.4,2.239360201,0.03023509,0,0.042656464,0,0.687578281,0.833345645,0.91723374,0.915368421
China,2.6,0.4,2.239536145,0.08106459,0,0.174946811,0.367195221,0,0.880801952,1,1
China,2.6,0.4,2.239573079,0.128958591,0,0.010382206,0.412298419,0,1,1,0.852104427
China,2.6,0.4,2.240505306,0.012307379,0.050965748,0.167907138,0.136589011,0.421267564,0.729017853,1,1
China,2.6,0.4,2.240905184,0.038640146,0.111435225,0.191913476,0.062319646,0.15031191,0.988133395,1,0.989467508
China,2.6,0.4,2.241396663,0.010194383,0,0.141544946,0.216800628,0.226681683,0.998482328,1,0.771271272
China,2.6,0.4,2.241435498,0.055362005,0,0.039211353,0.167732329,0.416756528,0.943498045,0.8932457,0.87112143
China,2.6,0.4,2.241849162,0.016133614,0,0.179336096,0,0.430400786,1,0.884046741,0.922349464
China,2.6,0.4,2.241988535,0.016153487,0.024714723,0.113777996,0.492049014,0,0.923702499,0.930815226,0.904970842
China,2.6,0.4,2.242903114,0.03473294,0.059686622,0,0.629111402,0.166674122,0.610093627,1,0.9444218
China,2.6,0.4,2.243778157,0.095031608,0.198812941,0.073650744,0.054845181,0.179658064,0.95234917,1,1
China,2.6,0.4,2.243993504,0.014554219,0.165983014,0,0.248748272,0.228391638,0.984652249,0.807209337,1
China,2.6,0.4,2.244117039,0.076078522,0.016277972,0,0.526587874,0.400037311,0.471010758,0.991118778,1
China,2.6,0.4,2.244558763,0.086543484,0.009474486,0.011640054,0.113111329,0.57761999,0.802790581,1,0.779506954
China,2.6,0.4,2.244581087,0.138346572,0,0,0.598880356,0.120770529,0.652425792,1,0.941293298
China,2.6,0.4,2.244907079,0.062713363,0.060575244,0,0.565582086,0.153937037,0.712640949,0.925033574,0.954123
China,2.6,0.4,2.244948771,0.117317125,0.045949372,0.101795228,0.379486792,0,0.922914728,0.96206089,0.931565655
China,2.6,0.4,2.245057627,0.001067399,0.028087166,0.218254372,0.055765844,0.49357294,0.804107124,0.885228541,1
China,2.6,0.4,2.245320817,0.02154824,0.345762783,0,0.209918862,0,1,0.963394328,1
China,2.6,0.4,2.246173094,0.171381353,0,0.12244969,0.126306278,0.43655061,0.678649332,1,1
China,2.6,0.4,2.246877543,0.063568872,0.24830638,0.07400625,0.056245383,0.278565764,0.841462228,1,1
China,2.6,0.4,2.247515884,0.028876202,0,0,0.67359225,0.239186794,0.664696162,0.786892189,0.998268813
China,2.6,0.4,2.248040184,0.043580675,0.087323635,0,0.419396934,0.235567878,0.822106176,0.985786639,0.761318403
China,2.6,0.4,2.248465635,0.001986568,0.325396515,0.070905844,0.272228465,0.069296001,0.814650092,1,1
China,2.6,0.4,2.249406168,0.047865092,0.077259517,0,0.597137461,0.387290007,0.402110744,0.968535108,1
China,2.6,0.4,2.249432709,0.084665491,0.08373098,0,0.136627739,0.417941384,0.931045218,1,0.685073921
China,2.6,0.4,2.25114007,0.205229755,0,0.075279676,0.086065883,0.598667029,0.611784446,0.97571578,0.955856783
China,2.6,0.4,2.253181873,0.045778132,0,0,0.515240504,0.737384182,0.212666092,1,0.935062763
China,2.6,0.4,2.25487069,0.118916814,0,0.2138184,0.259642726,0.307276737,0.706405867,1,0.829750363
China,2.6,0.6,2.119754279,0.079959527,0,0,0.888407153,0.808336332,1,1,1
China,2.6,0.6,2.122222402,0.005119902,0.122332721,0,0.685879853,1,1,0.982297306,1
China,2.6,0.6,2.122704205,0.044574799,0,0.012692617,0.770129601,1,1,0.944377797,0.977267251
China,2.6,0.6,2.124079835,0.119898405,0.021456009,0,1,0.662230554,0.980414576,1,1
China,2.6,0.6,2.125494054,0.148183899,0,0.056810759,0.826718161,0.771106872,1,1,1
China,2.6,0.6,2.127246936,0.045106669,0,0,1,0.934633054,0.823576742,0.962705784,0.979341559
China,2.6,0.6,2.12750209,0.110728514,0.120152672,0,0.926408298,0.651171925,1,1,1
China,2.6,0.6,2.127565889,0.074783502,0,0.16604451,0.723269794,0.885112057,0.970491784,1,0.978528019
China,2.6,0.6,2.128267221,0.068473169,0.086394781,0,0.740708924,1,0.938998734,1,0.933721691
China,2.6,0.6,2.128523332,0.147262769,0,0.13871876,0.558583409,1,0.985971495,1,1
China,2.6,0.6,2.129360722,0.140408982,0,0.02182753,1,0.741427645,0.912115099,0.961049594,1
China,2.6,0.6,2.129803806,0.027912935,0.009659231,0.09813844,1,0.802771131,0.87461737,1,0.924866356
China,2.6,0.6,2.130911253,0.054638978,0.048147185,0.220777256,0.574851974,1,0.939207521,1,0.992467745
China,2.6,0.6,2.131108755,0.019056304,0.171859693,0.044436974,0.646611044,1,1,0.917209992,1
China,2.6,0.6,2.131131695,0.148466145,0,0.213568127,0.483503964,1,1,1,1
China,2.6,0.6,2.1311732,0.234934541,0.015710011,0,0.945522464,0.635467986,1,0.969865398,0.997889324
China,2.6,0.6,2.13120967,0.019695621,0,0.11150125,1,0.862992561,0.818382069,1,0.925047223
China,2.6,0.6,2.131392242,0.042261259,0.052985738,0,0.818238317,0.980100695,1,0.912058634,0.896855063
China,2.6,0.6,2.131415852,0.146305504,0,0.22151081,0.599825999,0.871733799,1,1,1
China,2.6,0.6,2.131779507,0.146576257,0,0.16915576,0.541348191,1,1,1,0.952185941
China,2.6,0.6,2.133978433,0.021674013,0,0.069385109,0.843293839,1,1,0.775843296,1
China,2.6,0.6,2.134478279,0.06742111,0,0.265892061,0.591573397,0.963400936,0.98791004,0.988009468,0.916715917
China,2.6,0.6,2.135029467,0.28001149,0,0.135563222,0.460819253,0.986964191,1,1,1
China,2.6,0.6,2.135040935,0.030188998,0.124963243,0.164524597,0.581249375,1,1,0.927873394,0.969614202
China,2.6,0.6,2.135344109,0.110159598,0.138390981,0.035393888,0.838634645,0.905919777,0.799882443,1,1
China,2.6,0.6,2.135488333,0.260538137,0,0,1,0.590722857,1,1,0.904946493
China,2.6,0.6,2.135614861,0.255601628,0.068967544,0.034584702,0.627098376,0.937964533,0.931610416,1,0.990892377
China,2.6,0.6,2.135616591,0.030258341,0.006725456,0,1,0.981631474,0.845847524,1,0.782142094
China,2.6,0.6,2.136039865,0.217274812,0.062364679,0.008335394,0.62601154,0.978111784,1,0.986943026,0.897720466
China,2.6,0.6,2.136053556,0.046639839,0,0.331397782,0.530843076,0.977367472,1,1,0.894214731
China,2.6,0.6,2.136078519,0.085866906,0.295951475,0,0.94002615,0.534167295,1,0.981037534,1
China,2.6,0.6,2.136430797,0.230100922,0,0.19326474,0.458503747,1,1,0.9706424,1
China,2.6,0.6,2.136466771,0.205670622,0,0.010861898,1,0.880202187,0.709555079,1,1
China,2.6,0.6,2.137738526,0.093653113,0,0.230553151,0.60178876,1,1,0.867505925,0.992228192
China,2.6,0.6,2.13793492,0.22694926,0.089824774,0.119809144,0.585958364,0.911153415,0.931388845,1,1
China,2.6,0.6,2.138256584,0.007237409,0.407070576,0.05784035,0.880444193,0.51082669,1,1,1
China,2.6,0.6,2.138513127,0.221695284,0.106727383,0.097917708,1,0.449338559,0.963758444,1,1
China,2.6,0.6,2.138977862,0.047839223,0,0.508095931,0.822421155,0.470426209,1,1,0.995263888
China,2.6,0.6,2.139137453,0.090771946,0,0.138326694,0.947504252,0.918452246,0.749653976,1,0.906705641
China,2.6,0.6,2.140319909,0.009457945,0.213519795,0.226105059,1,0.511684441,0.890033494,0.984197771,1
China,2.6,0.6,2.14063072,0.435290847,0.024548087,0.03579385,0.529588418,0.85860065,0.999484342,1,1
China,2.6,0.6,2.141318637,0.017428591,0.048957112,0.529559705,0.726151237,0.595198503,0.944459686,1,1
China,2.6,0.6,2.141463522,0.152410147,0.077217092,0.237680124,0.945739718,0.508942537,0.948586685,0.958928245,1
China,2.6,0.6,2.142308257,0.01047289,0.296161779,0.130322425,0.502390865,1,1,0.978819204,0.882912192
China,2.6,0.6,2.14255195,0.194055481,0.30233987,0.069502327,0.345941555,1,1,1,1
China,2.6,0.6,2.143224382,0.01428239,0.050756984,0.321117491,0.826243246,0.932830034,0.715522413,0.988891164,0.954244
China,2.6,0.6,2.143362015,0.026522986,0.030672409,0.414177797,0.853679114,0.623092691,0.970997394,0.87966818,1
China,2.6,0.6,2.144100354,0.250731155,0.126185228,0.227735362,0.745483698,0.532425618,1,1,1
China,2.6,0.6,2.14444008,0.153199191,0.275899313,0.048747601,0.803830294,0.664003835,0.959719755,1,0.918503614
China,2.6,0.6,2.147522087,0.192084144,0,0.185132407,0.785239263,0.824275611,1,0.8134977,0.949406715
China,2.6,0.8,2.064527887,0.252183018,0.03822223,1,1,1,1,1,1
China,2.6,0.8,2.064601099,0.14166716,0.158786133,1,1,1,0.99487949,1,0.999110014
China,2.6,0.8,2.064649598,0.091678978,0.240942447,0.976179773,0.991386493,1,1,1,1
China,2.6,0.8,2.064795778,0.022244664,0.38468377,0.900192597,1,1,1,1,1
China,2.6,0.8,2.064842857,0.152107315,0.209270827,0.938331205,1,1,1,1,1
China,2.6,0.8,2.065614218,0.118210944,0.210923881,1,1,0.972661385,1,1,1
China,2.6,0.8,2.066265455,0.06544681,0.449757578,0.802860581,0.999151964,1,1,1,1
China,2.6,0.8,2.066454061,0.388586048,0,0.914027467,1,0.995400484,1,1,1
China,2.6,0.8,2.066597001,0.162382638,0.349876692,0.802335337,1,1,1,1,1
China,2.6,0.8,2.066728347,0.273641094,0.049184665,0.984558595,1,1,1,0.982661277,1
China,2.6,0.8,2.06708225,0.113456978,0.2578302,0.94889747,1,1,1,0.977251224,1
China,2.6,0.8,2.067125077,0.227894439,0.153183785,0.96182533,1,0.963260126,1,1,1
China,2.6,0.8,2.067337245,0.258163676,0.091214232,1,1,0.954424431,1,1,1
China,2.6,0.8,2.06748401,0.311071474,0,1,1,1,1,0.975720308,1
China,2.6,0.8,2.067586694,0.163689764,0.154257036,1,1,1,1,0.985688332,0.979019604
China,2.6,0.8,2.068270856,0.106416553,0.530257126,0.695208471,1,1,1,0.995606224,1
China,2.6,0.8,2.068341289,0.324787669,0.277539543,0.717723849,1,1,1,1,1
China,2.6,0.8,2.068925352,0.13862128,0.258134863,1,1,0.920147119,1,1,1
China,2.6,0.8,2.068997887,0.248894606,0.183492805,0.951427733,0.93598533,1,1,1,1
China,2.6,0.8,2.069310926,0.114702213,0.640605183,0.584674964,1,1,1,1,1
China,2.6,0.8,2.069454905,0.034048857,0.706391913,0.615957361,1,0.986177043,1,1,1
China,2.6,0.8,2.069600419,0.068497985,0.487980527,0.83691641,1,0.938049402,1,1,1
China,2.6,0.8,2.069615128,0.042686442,0.620181509,0.714703845,0.979725595,0.982686549,1,1,1
China,2.6,0.8,2.069647372,0.21135914,0.316766783,0.810974084,1,0.99706736,1,0.974891183,1
China,2.6,0.8,2.069671827,0.372806697,0.325304327,0.630479056,1,1,1,1,1
China,2.6,0.8,2.069675051,0.163755035,0.605717287,0.570852207,1,1,1,1,1
China,2.6,0.8,2.069766499,0.299079117,0.433215946,0.601336496,1,1,1,1,1
China,2.6,0.8,2.069848657,0.029991774,0.405707195,1,0.898161101,1,1,1,1
China,2.6,0.8,2.069938632,0.365742589,0,0.955807666,1,1,1,1,0.950762024
China,2.6,0.8,2.069942552,0.354868369,0.19901973,0.773828374,1,1,1,1,0.97513431
China,2.6,0.8,2.07002596,0.452952027,0,0.897364923,1,0.987289473,0.97233271,1,1
China,2.6,0.8,2.070084853,0.458893583,0.20945809,0.658515436,1,1,1,0.996158722,1
China,2.6,0.8,2.070115832,0.389542421,0.016838053,0.983593285,1,0.92206605,1,1,1
China,2.6,0.8,2.070283118,0.185798447,0.353875809,0.858968465,1,0.929906383,1,1,1
China,2.6,0.8,2.070346472,0.228783147,0.180874733,1,0.996612224,0.915568498,1,0.99504762,1
China,2.6,0.8,2.070417431,0.495985393,0.219248857,0.612367601,1,1,1,1,1
China,2.6,0.8,2.070419004,0.202811766,0.61449799,0.52694862,1,1,1,1,1
China,2.6,0.8,2.070512738,0.09247011,0.415793156,0.913877626,1,0.908834573,1,1,1
China,2.6,0.8,2.070705579,0.027813721,0.778884808,0.547427154,1,1,1,1,0.986621013
China,2.6,0.8,2.070976849,0.238880633,0.367988556,0.763001968,0.982814965,1,0.98244317,1,0.990241289
China,2.6,0.8,2.071219894,0.577014294,0.175347595,0.577180149,1,1,1,1,1
China,2.6,0.8,2.071492345,0.318695703,0.348732607,0.67504886,1,1,1,1,0.970235793
China,2.6,0.8,2.071775964,0.225221017,0.157821412,1,1,0.955713175,1,0.979629997,0.972848118
China,2.6,0.8,2.072309964,0.154510287,0.220677571,0.987049319,1,0.983248033,1,1,0.921414125
China,2.6,0.8,2.07260768,0.285676278,0.61402094,0.470847784,1,0.983442189,1,1,0.999005616
China,2.6,0.8,2.072720178,0.068690815,0.630206865,0.688897289,1,0.971720129,1,1,0.96330951
China,2.6,0.8,2.072961964,0.533482563,0.380569019,0.432639034,1,1,1,1,1
China,2.6,0.8,2.073284729,0.647344944,0.205969592,0.488449711,1,1,1,1,0.993102391
China,2.6,0.8,2.073607595,0.362798379,0.465148699,0.569512096,1,0.959476525,0.993045636,1,1
China,2.6,0.8,2.073641647,0.073700486,0.608272799,0.797181339,0.88218104,1,1,1,1
China,2.6,0,2.6,0,0,0,0,0,0,0,0
China,2.6,1,2.043706699,1,1,1,1,1,1,1,1
